tenant_id,date,gas_m3,water_m3,electricity_kwh,transaction_id,amount,tenor,addres,status,tenant_name,tenant_email,tenant_phone,tenant_address,industry,location,efficiency
T058,2024-01-02,986,23,2543,,,,,,Taylor-James,matthew71@example.org,665-338-2005,"Unit 4166 Box 7346
DPO AA 20787",Tech,Surabaya,
T058,2024-01-03,103,35,1303,,,,,,Taylor-James,matthew71@example.org,665-338-2005,"Unit 4166 Box 7346
DPO AA 20787",Tech,Surabaya,
T058,2024-01-04,544,40,2465,,,,,,Taylor-James,matthew71@example.org,665-338-2005,"Unit 4166 Box 7346
DPO AA 20787",Tech,Surabaya,
T058,2024-01-05,574,11,2883,TRX585,451361.0,6.0,Jakarta,Default,Taylor-James,matthew71@example.org,665-338-2005,"Unit 4166 Box 7346
DPO AA 20787",Tech,Surabaya,156.559486645855
T059,2024-01-01,466,85,3456,,,,,,Lewis-Jefferson,thomaskelley@example.net,(392)955-1848x815,"45339 Sharp Green Apt. 956
Stephanietown, IN 59742",Utilities,Surabaya,
T059,2024-01-02,441,18,2376,,,,,,Lewis-Jefferson,thomaskelley@example.net,(392)955-1848x815,"45339 Sharp Green Apt. 956
Stephanietown, IN 59742",Utilities,Surabaya,
T059,2024-01-03,434,49,1298,,,,,,Lewis-Jefferson,thomaskelley@example.net,(392)955-1848x815,"45339 Sharp Green Apt. 956
Stephanietown, IN 59742",Utilities,Surabaya,
T059,2024-01-04,457,76,1899,,,,,,Lewis-Jefferson,thomaskelley@example.net,(392)955-1848x815,"45339 Sharp Green Apt. 956
Stephanietown, IN 59742",Utilities,Surabaya,
T059,2024-01-05,611,48,4708,TRX595,179076.0,12.0,Cikarang,Default,Lewis-Jefferson,thomaskelley@example.net,(392)955-1848x815,"45339 Sharp Green Apt. 956
Stephanietown, IN 59742",Utilities,Surabaya,38.03653355989805
T060,2024-01-01,637,18,1673,,,,,,Shah-Wilson,kelly02@example.org,+1-531-285-8035x265,"457 Sabrina Squares
Laurenside, HI 35264",Utilities,Jakarta,
T060,2024-01-02,711,52,1839,,,,,,Shah-Wilson,kelly02@example.org,+1-531-285-8035x265,"457 Sabrina Squares
Laurenside, HI 35264",Utilities,Jakarta,
T060,2024-01-03,267,65,1783,,,,,,Shah-Wilson,kelly02@example.org,+1-531-285-8035x265,"457 Sabrina Squares
Laurenside, HI 35264",Utilities,Jakarta,
T060,2024-01-04,521,68,4311,,,,,,Shah-Wilson,kelly02@example.org,+1-531-285-8035x265,"457 Sabrina Squares
Laurenside, HI 35264",Utilities,Jakarta,
T060,2024-01-05,797,71,2789,TRX605,380658.0,12.0,Surabaya,Default,Shah-Wilson,kelly02@example.org,+1-531-285-8035x265,"457 Sabrina Squares
Laurenside, HI 35264",Utilities,Jakarta,136.48547866618858
T061,2024-01-01,93,28,1497,,,,,,Barrett LLC,maryhancock@example.org,510-304-0181x898,"6835 Carr Haven Apt. 379
Bradleyville, MN 22837",FMCG,Jakarta,
T061,2024-01-02,557,84,2285,,,,,,Barrett LLC,maryhancock@example.org,510-304-0181x898,"6835 Carr Haven Apt. 379
Bradleyville, MN 22837",FMCG,Jakarta,
T061,2024-01-03,160,81,881,,,,,,Barrett LLC,maryhancock@example.org,510-304-0181x898,"6835 Carr Haven Apt. 379
Bradleyville, MN 22837",FMCG,Jakarta,
T061,2024-01-04,336,47,4854,,,,,,Barrett LLC,maryhancock@example.org,510-304-0181x898,"6835 Carr Haven Apt. 379
Bradleyville, MN 22837",FMCG,Jakarta,
T061,2024-01-05,85,69,4141,TRX615,356527.0,3.0,Surabaya,Default,Barrett LLC,maryhancock@example.org,510-304-0181x898,"6835 Carr Haven Apt. 379
Bradleyville, MN 22837",FMCG,Jakarta,86.09683651291958
T062,2024-01-01,100,91,4284,,,,,,Cline PLC,zwalters@example.net,001-852-308-5232x80528,"6361 Sullivan Ramp Suite 265
West Kristyhaven, OR 61712",Tech,Bandung,
T062,2024-01-02,974,15,1584,,,,,,Cline PLC,zwalters@example.net,001-852-308-5232x80528,"6361 Sullivan Ramp Suite 265
West Kristyhaven, OR 61712",Tech,Bandung,
T062,2024-01-03,715,96,2093,,,,,,Cline PLC,zwalters@example.net,001-852-308-5232x80528,"6361 Sullivan Ramp Suite 265
West Kristyhaven, OR 61712",Tech,Bandung,
T062,2024-01-04,831,86,568,,,,,,Cline PLC,zwalters@example.net,001-852-308-5232x80528,"6361 Sullivan Ramp Suite 265
West Kristyhaven, OR 61712",Tech,Bandung,
T062,2024-01-05,189,77,2202,TRX625,114149.0,6.0,Cikarang,No-Default,Cline PLC,zwalters@example.net,001-852-308-5232x80528,"6361 Sullivan Ramp Suite 265
West Kristyhaven, OR 61712",Tech,Bandung,51.83878292461399
T063,2024-01-01,429,66,4836,,,,,,Chan-Alexander,kristenshaw@example.org,994-242-9631x640,"95034 Martin River
South Garytown, DE 92754",Energy,Jakarta,
T063,2024-01-02,921,24,1697,,,,,,Chan-Alexander,kristenshaw@example.org,994-242-9631x640,"95034 Martin River
South Garytown, DE 92754",Energy,Jakarta,
T063,2024-01-03,1000,89,4882,,,,,,Chan-Alexander,kristenshaw@example.org,994-242-9631x640,"95034 Martin River
South Garytown, DE 92754",Energy,Jakarta,
T063,2024-01-04,94,49,1493,,,,,,Chan-Alexander,kristenshaw@example.org,994-242-9631x640,"95034 Martin River
South Garytown, DE 92754",Energy,Jakarta,
T063,2024-01-05,587,61,1524,TRX635,168137.0,3.0,Bogor,Default,Chan-Alexander,kristenshaw@example.org,994-242-9631x640,"95034 Martin River
South Garytown, DE 92754",Energy,Jakarta,110.3261154855643
T064,2024-01-01,537,19,4914,,,,,,"Oconnell, Obrien and Howell",carlastevens@example.com,001-215-550-1004x607,"36716 Kemp Avenue Suite 596
East Stephanie, AZ 94136",Tech,Bogor,
T064,2024-01-02,892,99,2530,,,,,,"Oconnell, Obrien and Howell",carlastevens@example.com,001-215-550-1004x607,"36716 Kemp Avenue Suite 596
East Stephanie, AZ 94136",Tech,Bogor,
T064,2024-01-03,392,85,4469,,,,,,"Oconnell, Obrien and Howell",carlastevens@example.com,001-215-550-1004x607,"36716 Kemp Avenue Suite 596
East Stephanie, AZ 94136",Tech,Bogor,
T064,2024-01-04,490,17,3217,,,,,,"Oconnell, Obrien and Howell",carlastevens@example.com,001-215-550-1004x607,"36716 Kemp Avenue Suite 596
East Stephanie, AZ 94136",Tech,Bogor,
T064,2024-01-05,170,17,972,TRX645,193416.0,6.0,Cikarang,No-Default,"Oconnell, Obrien and Howell",carlastevens@example.com,001-215-550-1004x607,"36716 Kemp Avenue Suite 596
East Stephanie, AZ 94136",Tech,Bogor,198.98765432098764
T065,2024-01-01,339,13,4095,,,,,,"Walters, Perkins and Duffy",xross@example.com,666-942-7496x6463,"4010 Jamie Land
South Gloriaport, AZ 50224",Utilities,Jakarta,
T065,2024-01-02,875,51,1003,,,,,,"Walters, Perkins and Duffy",xross@example.com,666-942-7496x6463,"4010 Jamie Land
South Gloriaport, AZ 50224",Utilities,Jakarta,
T065,2024-01-03,908,81,1741,,,,,,"Walters, Perkins and Duffy",xross@example.com,666-942-7496x6463,"4010 Jamie Land
South Gloriaport, AZ 50224",Utilities,Jakarta,
T065,2024-01-04,226,31,3207,,,,,,"Walters, Perkins and Duffy",xross@example.com,666-942-7496x6463,"4010 Jamie Land
South Gloriaport, AZ 50224",Utilities,Jakarta,
T065,2024-01-05,10,94,4593,TRX655,116824.0,12.0,Bandung,No-Default,"Walters, Perkins and Duffy",xross@example.com,666-942-7496x6463,"4010 Jamie Land
South Gloriaport, AZ 50224",Utilities,Jakarta,25.435227520139343
T066,2024-01-01,32,17,2072,,,,,,Stewart-Harrison,dperry@example.net,527-773-0667,"466 Alejandra Run Suite 122
Sarahland, NM 58860",Energy,Bogor,
T066,2024-01-02,721,38,4736,,,,,,Stewart-Harrison,dperry@example.net,527-773-0667,"466 Alejandra Run Suite 122
Sarahland, NM 58860",Energy,Bogor,
T066,2024-01-03,968,11,2547,,,,,,Stewart-Harrison,dperry@example.net,527-773-0667,"466 Alejandra Run Suite 122
Sarahland, NM 58860",Energy,Bogor,
T066,2024-01-04,347,91,2144,,,,,,Stewart-Harrison,dperry@example.net,527-773-0667,"466 Alejandra Run Suite 122
Sarahland, NM 58860",Energy,Bogor,
T066,2024-01-05,577,54,550,TRX665,63849.0,3.0,Surabaya,No-Default,Stewart-Harrison,dperry@example.net,527-773-0667,"466 Alejandra Run Suite 122
Sarahland, NM 58860",Energy,Bogor,116.08909090909091
T067,2024-01-01,114,91,2759,,,,,,Barnett and Sons,jill55@example.com,789-739-5998,"07396 Jeffrey Hills Suite 849
Port Richard, TX 66176",FMCG,Bandung,
T067,2024-01-02,378,78,2772,,,,,,Barnett and Sons,jill55@example.com,789-739-5998,"07396 Jeffrey Hills Suite 849
Port Richard, TX 66176",FMCG,Bandung,
T067,2024-01-03,111,41,3236,,,,,,Barnett and Sons,jill55@example.com,789-739-5998,"07396 Jeffrey Hills Suite 849
Port Richard, TX 66176",FMCG,Bandung,
T067,2024-01-04,299,55,2145,,,,,,Barnett and Sons,jill55@example.com,789-739-5998,"07396 Jeffrey Hills Suite 849
Port Richard, TX 66176",FMCG,Bandung,
T067,2024-01-05,563,80,1538,TRX675,275818.0,3.0,Cikarang,Default,Barnett and Sons,jill55@example.com,789-739-5998,"07396 Jeffrey Hills Suite 849
Port Richard, TX 66176",FMCG,Bandung,179.33550065019506
T068,2024-01-01,606,86,3652,,,,,,Brown PLC,gonzalesthomas@example.com,(691)236-3668,"58782 Martin Rapids Suite 039
Ritterland, PR 22852",Utilities,Bandung,
T068,2024-01-02,645,78,4989,,,,,,Brown PLC,gonzalesthomas@example.com,(691)236-3668,"58782 Martin Rapids Suite 039
Ritterland, PR 22852",Utilities,Bandung,
T068,2024-01-03,686,76,3531,,,,,,Brown PLC,gonzalesthomas@example.com,(691)236-3668,"58782 Martin Rapids Suite 039
Ritterland, PR 22852",Utilities,Bandung,
T068,2024-01-04,108,93,1816,,,,,,Brown PLC,gonzalesthomas@example.com,(691)236-3668,"58782 Martin Rapids Suite 039
Ritterland, PR 22852",Utilities,Bandung,
T068,2024-01-05,823,79,2777,TRX685,222521.0,6.0,Bandung,No-Default,Brown PLC,gonzalesthomas@example.com,(691)236-3668,"58782 Martin Rapids Suite 039
Ritterland, PR 22852",Utilities,Bandung,80.12999639899172
T069,2024-01-01,595,23,636,,,,,,"Johnson, Cruz and Petersen",xwarren@example.net,+1-456-838-1246x21604,"304 Gibson Villages
Johnsonbury, TN 83004",Tech,Bandung,
T069,2024-01-02,70,67,3073,,,,,,"Johnson, Cruz and Petersen",xwarren@example.net,+1-456-838-1246x21604,"304 Gibson Villages
Johnsonbury, TN 83004",Tech,Bandung,
T069,2024-01-03,916,47,2312,,,,,,"Johnson, Cruz and Petersen",xwarren@example.net,+1-456-838-1246x21604,"304 Gibson Villages
Johnsonbury, TN 83004",Tech,Bandung,
T069,2024-01-04,344,14,3984,,,,,,"Johnson, Cruz and Petersen",xwarren@example.net,+1-456-838-1246x21604,"304 Gibson Villages
Johnsonbury, TN 83004",Tech,Bandung,
T069,2024-01-05,285,17,3704,TRX695,304633.0,12.0,Cikarang,Default,"Johnson, Cruz and Petersen",xwarren@example.net,+1-456-838-1246x21604,"304 Gibson Villages
Johnsonbury, TN 83004",Tech,Bandung,82.24433045356372
T070,2024-01-01,453,63,990,,,,,,"Davis, Rodriguez and Martinez",catherine50@example.org,(300)501-8584x932,"23391 Dickson Ville
South Jose, HI 65034",FMCG,Surabaya,
T070,2024-01-02,361,14,2749,,,,,,"Davis, Rodriguez and Martinez",catherine50@example.org,(300)501-8584x932,"23391 Dickson Ville
South Jose, HI 65034",FMCG,Surabaya,
T070,2024-01-03,441,92,2043,,,,,,"Davis, Rodriguez and Martinez",catherine50@example.org,(300)501-8584x932,"23391 Dickson Ville
South Jose, HI 65034",FMCG,Surabaya,
T070,2024-01-04,850,25,1147,,,,,,"Davis, Rodriguez and Martinez",catherine50@example.org,(300)501-8584x932,"23391 Dickson Ville
South Jose, HI 65034",FMCG,Surabaya,
T070,2024-01-05,440,72,1625,TRX705,43229.0,12.0,Bogor,Default,"Davis, Rodriguez and Martinez",catherine50@example.org,(300)501-8584x932,"23391 Dickson Ville
South Jose, HI 65034",FMCG,Surabaya,26.60246153846154
T071,2024-01-01,938,77,2074,,,,,,Schmidt-Tucker,cjohnson@example.net,(449)804-2906x8400,"9484 Victor Fort Suite 187
Susanmouth, NM 17969",Utilities,Cikarang,
T071,2024-01-02,330,52,2356,,,,,,Schmidt-Tucker,cjohnson@example.net,(449)804-2906x8400,"9484 Victor Fort Suite 187
Susanmouth, NM 17969",Utilities,Cikarang,
T071,2024-01-03,471,48,4779,,,,,,Schmidt-Tucker,cjohnson@example.net,(449)804-2906x8400,"9484 Victor Fort Suite 187
Susanmouth, NM 17969",Utilities,Cikarang,
T071,2024-01-04,494,47,1214,,,,,,Schmidt-Tucker,cjohnson@example.net,(449)804-2906x8400,"9484 Victor Fort Suite 187
Susanmouth, NM 17969",Utilities,Cikarang,
T071,2024-01-05,419,45,3531,TRX715,190566.0,6.0,Cikarang,No-Default,Schmidt-Tucker,cjohnson@example.net,(449)804-2906x8400,"9484 Victor Fort Suite 187
Susanmouth, NM 17969",Utilities,Cikarang,53.96941376380629
T072,2024-01-01,274,34,4847,,,,,,Contreras-Booker,gnelson@example.net,977.478.1785x6928,"47253 Kelly Orchard
North Jon, CA 42168",Tech,Jakarta,
T072,2024-01-02,819,14,3986,,,,,,Contreras-Booker,gnelson@example.net,977.478.1785x6928,"47253 Kelly Orchard
North Jon, CA 42168",Tech,Jakarta,
T072,2024-01-03,718,45,4417,,,,,,Contreras-Booker,gnelson@example.net,977.478.1785x6928,"47253 Kelly Orchard
North Jon, CA 42168",Tech,Jakarta,
T072,2024-01-04,849,37,2553,,,,,,Contreras-Booker,gnelson@example.net,977.478.1785x6928,"47253 Kelly Orchard
North Jon, CA 42168",Tech,Jakarta,
T072,2024-01-05,591,67,2746,TRX725,421296.0,6.0,Bogor,No-Default,Contreras-Booker,gnelson@example.net,977.478.1785x6928,"47253 Kelly Orchard
North Jon, CA 42168",Tech,Jakarta,153.4217042971595
T073,2024-01-01,11,55,4057,,,,,,Ward-Bridges,rebecca57@example.com,8833609785,"5100 Hernandez Place Apt. 700
Lake Josephmouth, IN 65886",FMCG,Jakarta,
T073,2024-01-02,798,48,4126,,,,,,Ward-Bridges,rebecca57@example.com,8833609785,"5100 Hernandez Place Apt. 700
Lake Josephmouth, IN 65886",FMCG,Jakarta,
T073,2024-01-03,471,86,4802,,,,,,Ward-Bridges,rebecca57@example.com,8833609785,"5100 Hernandez Place Apt. 700
Lake Josephmouth, IN 65886",FMCG,Jakarta,
T073,2024-01-04,463,23,2595,,,,,,Ward-Bridges,rebecca57@example.com,8833609785,"5100 Hernandez Place Apt. 700
Lake Josephmouth, IN 65886",FMCG,Jakarta,
T073,2024-01-05,764,54,1847,TRX735,116794.0,12.0,Cikarang,Default,Ward-Bridges,rebecca57@example.com,8833609785,"5100 Hernandez Place Apt. 700
Lake Josephmouth, IN 65886",FMCG,Jakarta,63.23443421765025
T074,2024-01-01,60,25,2949,,,,,,Harrison-Young,ebarker@example.net,(235)557-4168x52832,"261 Villarreal Loop Apt. 197
Lake Tammy, IA 37956",Manufacturing,Bandung,
T074,2024-01-02,265,27,951,,,,,,Harrison-Young,ebarker@example.net,(235)557-4168x52832,"261 Villarreal Loop Apt. 197
Lake Tammy, IA 37956",Manufacturing,Bandung,
T074,2024-01-03,225,69,2695,,,,,,Harrison-Young,ebarker@example.net,(235)557-4168x52832,"261 Villarreal Loop Apt. 197
Lake Tammy, IA 37956",Manufacturing,Bandung,
T074,2024-01-04,557,37,3798,,,,,,Harrison-Young,ebarker@example.net,(235)557-4168x52832,"261 Villarreal Loop Apt. 197
Lake Tammy, IA 37956",Manufacturing,Bandung,
T074,2024-01-05,225,75,1194,TRX745,292215.0,3.0,Bandung,Default,Harrison-Young,ebarker@example.net,(235)557-4168x52832,"261 Villarreal Loop Apt. 197
Lake Tammy, IA 37956",Manufacturing,Bandung,244.73618090452263
T075,2024-01-01,971,16,4434,,,,,,"Odonnell, Henry and Hall",johnnichols@example.com,+1-251-868-9119x21197,"754 Abigail Camp
Smithview, CO 36307",Energy,Cikarang,
T075,2024-01-02,326,97,3364,,,,,,"Odonnell, Henry and Hall",johnnichols@example.com,+1-251-868-9119x21197,"754 Abigail Camp
Smithview, CO 36307",Energy,Cikarang,
T075,2024-01-03,298,80,693,,,,,,"Odonnell, Henry and Hall",johnnichols@example.com,+1-251-868-9119x21197,"754 Abigail Camp
Smithview, CO 36307",Energy,Cikarang,
T075,2024-01-04,820,86,763,,,,,,"Odonnell, Henry and Hall",johnnichols@example.com,+1-251-868-9119x21197,"754 Abigail Camp
Smithview, CO 36307",Energy,Cikarang,
T075,2024-01-05,880,53,4561,TRX755,414797.0,6.0,Bandung,Default,"Odonnell, Henry and Hall",johnnichols@example.com,+1-251-868-9119x21197,"754 Abigail Camp
Smithview, CO 36307",Energy,Cikarang,90.94431045823285
T076,2024-01-01,247,24,2167,,,,,,"Fletcher, Black and Christian",timothy20@example.org,001-960-927-3889,"173 Ramos Avenue Suite 474
Edwardston, VT 97009",Manufacturing,Cikarang,
T076,2024-01-02,802,72,3487,,,,,,"Fletcher, Black and Christian",timothy20@example.org,001-960-927-3889,"173 Ramos Avenue Suite 474
Edwardston, VT 97009",Manufacturing,Cikarang,
T076,2024-01-03,159,67,4873,,,,,,"Fletcher, Black and Christian",timothy20@example.org,001-960-927-3889,"173 Ramos Avenue Suite 474
Edwardston, VT 97009",Manufacturing,Cikarang,
T076,2024-01-04,522,57,1950,,,,,,"Fletcher, Black and Christian",timothy20@example.org,001-960-927-3889,"173 Ramos Avenue Suite 474
Edwardston, VT 97009",Manufacturing,Cikarang,
T076,2024-01-05,405,31,4107,TRX765,183047.0,3.0,Cikarang,Default,"Fletcher, Black and Christian",timothy20@example.org,001-960-927-3889,"173 Ramos Avenue Suite 474
Edwardston, VT 97009",Manufacturing,Cikarang,44.569515461407356
T077,2024-01-01,373,24,1573,,,,,,"Berry, Crosby and Daniel",sarah77@example.net,553-229-3558,"4421 Christensen Key Suite 159
Garciashire, NE 22298",Energy,Surabaya,
T077,2024-01-02,887,56,1466,,,,,,"Berry, Crosby and Daniel",sarah77@example.net,553-229-3558,"4421 Christensen Key Suite 159
Garciashire, NE 22298",Energy,Surabaya,
T077,2024-01-03,810,91,543,,,,,,"Berry, Crosby and Daniel",sarah77@example.net,553-229-3558,"4421 Christensen Key Suite 159
Garciashire, NE 22298",Energy,Surabaya,
T077,2024-01-04,443,37,3157,,,,,,"Berry, Crosby and Daniel",sarah77@example.net,553-229-3558,"4421 Christensen Key Suite 159
Garciashire, NE 22298",Energy,Surabaya,
T077,2024-01-05,895,89,751,TRX775,177848.0,12.0,Jakarta,Default,"Berry, Crosby and Daniel",sarah77@example.net,553-229-3558,"4421 Christensen Key Suite 159
Garciashire, NE 22298",Energy,Surabaya,236.814913448735
T078,2024-01-01,792,10,1700,,,,,,"Brown, Sullivan and Miller",twilliams@example.com,677-455-7906x333,"5190 Christopher Viaduct Suite 341
Joelland, IL 62159",Utilities,Bandung,
T078,2024-01-02,173,39,3599,,,,,,"Brown, Sullivan and Miller",twilliams@example.com,677-455-7906x333,"5190 Christopher Viaduct Suite 341
Joelland, IL 62159",Utilities,Bandung,
T078,2024-01-03,951,39,4154,,,,,,"Brown, Sullivan and Miller",twilliams@example.com,677-455-7906x333,"5190 Christopher Viaduct Suite 341
Joelland, IL 62159",Utilities,Bandung,
T078,2024-01-04,234,69,3817,,,,,,"Brown, Sullivan and Miller",twilliams@example.com,677-455-7906x333,"5190 Christopher Viaduct Suite 341
Joelland, IL 62159",Utilities,Bandung,
T078,2024-01-05,31,69,4833,TRX785,216018.0,12.0,Jakarta,Default,"Brown, Sullivan and Miller",twilliams@example.com,677-455-7906x333,"5190 Christopher Viaduct Suite 341
Joelland, IL 62159",Utilities,Bandung,44.696461824953445
T079,2024-01-01,527,11,3800,,,,,,"Reynolds, Larsen and Wilson",larrychang@example.org,(590)930-9457x5692,"927 Marissa Points
New Josephmouth, PA 41037",Manufacturing,Bandung,
T079,2024-01-02,260,28,1180,,,,,,"Reynolds, Larsen and Wilson",larrychang@example.org,(590)930-9457x5692,"927 Marissa Points
New Josephmouth, PA 41037",Manufacturing,Bandung,
T079,2024-01-03,297,70,537,,,,,,"Reynolds, Larsen and Wilson",larrychang@example.org,(590)930-9457x5692,"927 Marissa Points
New Josephmouth, PA 41037",Manufacturing,Bandung,
T079,2024-01-04,191,30,3599,,,,,,"Reynolds, Larsen and Wilson",larrychang@example.org,(590)930-9457x5692,"927 Marissa Points
New Josephmouth, PA 41037",Manufacturing,Bandung,
T079,2024-01-05,448,70,1634,TRX795,406660.0,3.0,Bogor,Default,"Reynolds, Larsen and Wilson",larrychang@example.org,(590)930-9457x5692,"927 Marissa Points
New Josephmouth, PA 41037",Manufacturing,Bandung,248.87392900856793
T080,2024-01-01,274,32,3893,,,,,,Brooks-Morgan,kelleywilliam@example.com,001-844-420-6134x3841,"22703 Barbara Ports Suite 572
Pennybury, DC 44690",Manufacturing,Surabaya,
T080,2024-01-02,729,15,1462,,,,,,Brooks-Morgan,kelleywilliam@example.com,001-844-420-6134x3841,"22703 Barbara Ports Suite 572
Pennybury, DC 44690",Manufacturing,Surabaya,
T080,2024-01-03,719,11,4498,,,,,,Brooks-Morgan,kelleywilliam@example.com,001-844-420-6134x3841,"22703 Barbara Ports Suite 572
Pennybury, DC 44690",Manufacturing,Surabaya,
T080,2024-01-04,664,18,1760,,,,,,Brooks-Morgan,kelleywilliam@example.com,001-844-420-6134x3841,"22703 Barbara Ports Suite 572
Pennybury, DC 44690",Manufacturing,Surabaya,
T080,2024-01-05,491,44,1274,TRX805,60969.0,3.0,Bandung,No-Default,Brooks-Morgan,kelleywilliam@example.com,001-844-420-6134x3841,"22703 Barbara Ports Suite 572
Pennybury, DC 44690",Manufacturing,Surabaya,47.8563579277865
T081,2024-01-01,431,70,909,,,,,,Horn and Sons,mccoyjennifer@example.com,(452)262-1444,"68441 Kathy Dale
North Jonathan, TX 79962",FMCG,Bogor,
T081,2024-01-02,984,76,2030,,,,,,Horn and Sons,mccoyjennifer@example.com,(452)262-1444,"68441 Kathy Dale
North Jonathan, TX 79962",FMCG,Bogor,
T081,2024-01-03,82,34,4254,,,,,,Horn and Sons,mccoyjennifer@example.com,(452)262-1444,"68441 Kathy Dale
North Jonathan, TX 79962",FMCG,Bogor,
T081,2024-01-04,745,31,3752,,,,,,Horn and Sons,mccoyjennifer@example.com,(452)262-1444,"68441 Kathy Dale
North Jonathan, TX 79962",FMCG,Bogor,
T081,2024-01-05,612,73,808,TRX815,249959.0,6.0,Surabaya,No-Default,Horn and Sons,mccoyjennifer@example.com,(452)262-1444,"68441 Kathy Dale
North Jonathan, TX 79962",FMCG,Bogor,309.355198019802
T082,2024-01-01,907,82,526,,,,,,Wolfe Group,matthew34@example.com,(448)819-5272x60846,"25682 Jones Groves
Josephport, MA 25505",Tech,Surabaya,
T082,2024-01-02,776,97,4933,,,,,,Wolfe Group,matthew34@example.com,(448)819-5272x60846,"25682 Jones Groves
Josephport, MA 25505",Tech,Surabaya,
T082,2024-01-03,987,36,2391,,,,,,Wolfe Group,matthew34@example.com,(448)819-5272x60846,"25682 Jones Groves
Josephport, MA 25505",Tech,Surabaya,
T082,2024-01-04,600,12,711,,,,,,Wolfe Group,matthew34@example.com,(448)819-5272x60846,"25682 Jones Groves
Josephport, MA 25505",Tech,Surabaya,
T082,2024-01-05,754,37,2559,TRX825,12178.0,12.0,Jakarta,Default,Wolfe Group,matthew34@example.com,(448)819-5272x60846,"25682 Jones Groves
Josephport, MA 25505",Tech,Surabaya,4.758890191481047
T083,2024-01-01,93,49,2287,,,,,,Stephenson-Thomas,michelle17@example.com,995-974-3101x18096,"USNS Roberts
FPO AP 01837",Utilities,Jakarta,
T083,2024-01-02,735,60,2229,,,,,,Stephenson-Thomas,michelle17@example.com,995-974-3101x18096,"USNS Roberts
FPO AP 01837",Utilities,Jakarta,
T083,2024-01-03,598,94,1728,,,,,,Stephenson-Thomas,michelle17@example.com,995-974-3101x18096,"USNS Roberts
FPO AP 01837",Utilities,Jakarta,
T083,2024-01-04,205,39,2914,,,,,,Stephenson-Thomas,michelle17@example.com,995-974-3101x18096,"USNS Roberts
FPO AP 01837",Utilities,Jakarta,
T083,2024-01-05,467,78,2779,TRX835,430567.0,12.0,Jakarta,Default,Stephenson-Thomas,michelle17@example.com,995-974-3101x18096,"USNS Roberts
FPO AP 01837",Utilities,Jakarta,154.93594818279956
T084,2024-01-01,795,91,3202,,,,,,King PLC,denise12@example.net,+1-579-237-3341x399,"39071 Curtis Fords Apt. 923
Jeffreyshire, NM 42798",Utilities,Cikarang,
T084,2024-01-02,891,31,1981,,,,,,King PLC,denise12@example.net,+1-579-237-3341x399,"39071 Curtis Fords Apt. 923
Jeffreyshire, NM 42798",Utilities,Cikarang,
T084,2024-01-03,12,36,1128,,,,,,King PLC,denise12@example.net,+1-579-237-3341x399,"39071 Curtis Fords Apt. 923
Jeffreyshire, NM 42798",Utilities,Cikarang,
T084,2024-01-04,36,63,1711,,,,,,King PLC,denise12@example.net,+1-579-237-3341x399,"39071 Curtis Fords Apt. 923
Jeffreyshire, NM 42798",Utilities,Cikarang,
T084,2024-01-05,650,87,4458,TRX845,465972.0,3.0,Bandung,Default,King PLC,denise12@example.net,+1-579-237-3341x399,"39071 Curtis Fords Apt. 923
Jeffreyshire, NM 42798",Utilities,Cikarang,104.52489905787348
T085,2024-01-01,284,43,508,,,,,,"Schneider, Gross and Gilbert",mcguiretamara@example.net,7589887532,"251 Karen Underpass Apt. 702
South Danaside, UT 30842",Manufacturing,Bogor,
T085,2024-01-02,127,60,3842,,,,,,"Schneider, Gross and Gilbert",mcguiretamara@example.net,7589887532,"251 Karen Underpass Apt. 702
South Danaside, UT 30842",Manufacturing,Bogor,
T085,2024-01-03,335,45,3902,,,,,,"Schneider, Gross and Gilbert",mcguiretamara@example.net,7589887532,"251 Karen Underpass Apt. 702
South Danaside, UT 30842",Manufacturing,Bogor,
T085,2024-01-04,430,14,1526,,,,,,"Schneider, Gross and Gilbert",mcguiretamara@example.net,7589887532,"251 Karen Underpass Apt. 702
South Danaside, UT 30842",Manufacturing,Bogor,
T085,2024-01-05,300,27,2808,TRX855,157048.0,12.0,Bandung,Default,"Schneider, Gross and Gilbert",mcguiretamara@example.net,7589887532,"251 Karen Underpass Apt. 702
South Danaside, UT 30842",Manufacturing,Bogor,55.92877492877493
T086,2024-01-01,800,66,2816,,,,,,"Harper, House and George",michaelholmes@example.net,+1-486-246-1510x9212,"550 Martin Skyway Suite 448
Scotthaven, NH 66238",Energy,Jakarta,
T086,2024-01-02,660,49,1690,,,,,,"Harper, House and George",michaelholmes@example.net,+1-486-246-1510x9212,"550 Martin Skyway Suite 448
Scotthaven, NH 66238",Energy,Jakarta,
T086,2024-01-03,683,92,922,,,,,,"Harper, House and George",michaelholmes@example.net,+1-486-246-1510x9212,"550 Martin Skyway Suite 448
Scotthaven, NH 66238",Energy,Jakarta,
T086,2024-01-04,623,23,4904,,,,,,"Harper, House and George",michaelholmes@example.net,+1-486-246-1510x9212,"550 Martin Skyway Suite 448
Scotthaven, NH 66238",Energy,Jakarta,
T086,2024-01-05,972,35,544,TRX865,427900.0,12.0,Surabaya,Default,"Harper, House and George",michaelholmes@example.net,+1-486-246-1510x9212,"550 Martin Skyway Suite 448
Scotthaven, NH 66238",Energy,Jakarta,786.5808823529412
